timestamp_iso,filename,result_type,raw_score,threshold,file_path,file_sha256,file_size_bytes,decoded_width,decoded_height,backend_used,backend_note
2026-07-12T14:04:54.719362Z,fA_122.png,fraudulent,1.000000,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fA_122.png,0d940008e65dcbf87913369af8106d7fff9827a26a134a402dda29577e9958e8,719374,688,1536,native-opencv,ok
2026-07-12T14:04:55.245138Z,fA_215.png,fraudulent,0.999999,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fA_215.png,029579f230e9cc7167a42af4d2d3f9619a20b35f3642c395a716717a54d64be6,314728,459,856,native-opencv,ok
2026-07-12T14:04:55.758253Z,fA_349.png,fraudulent,1.000000,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fA_349.png,1ef8e93c67f2d9d98ae4298faef61a7f4cb8056e2e6c614ff4cf3b07de407f3b,301186,352,768,native-opencv,ok
2026-07-12T14:04:56.322349Z,fI_122.png,fraudulent,0.999956,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fI_122.png,b13ad6f153090feb31fa39016dcd9441b6bf0e2d73d7507e224f5ee27cabc4da,67909,725,1500,native-opencv,ok
2026-07-12T14:04:56.926748Z,fI_151.png,fraudulent,0.999947,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fI_151.png,5b66ae83e470ee78b41be2c921e685237624e3567a7ec399db0d42966d9a4d9e,67856,725,1500,native-opencv,ok
2026-07-12T14:04:57.449606Z,fI_277.png,fraudulent,1.000000,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fI_277.png,2479dc99420d8f25cfb87c3ac9f605458a8b406ca456349a818f68f63fc4b77c,294991,397,620,native-opencv,ok
2026-07-12T14:04:57.975148Z,fI_326.png,fraudulent,0.999994,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fI_326.png,f5f57084b85d59745779d5da65f23a1787737f37c5069687324cfadf05c15afb,304651,360,613,native-opencv,ok
2026-07-12T14:04:58.417968Z,fI_385.png,fraudulent,1.000000,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/fI_385.png,fabba630e0d9c8e51ca5c5e79b130edec9703f08632c719ee1a924c73fb6742c,310473,362,610,native-opencv,ok
2026-07-12T14:04:59.298744Z,gA_053.jpg,genuine,0.005291,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_053.jpg,4ecca21e830117061e6be8874211e9bf6e85b54f25c637889a72587d469abfcd,134394,1440,3079,native-opencv,ok
2026-07-12T14:04:59.827230Z,gA_145.jfif,genuine,0.000257,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_145.jfif,f17db1d6b573f0b28898babb4fcba9d48d7f07d6df6691e930d934ff7f102deb,36499,720,1649,native-opencv,ok
2026-07-12T14:05:00.325364Z,gA_147.jfif,genuine,0.000080,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gA_147.jfif,4c7a585ca744ad68f9087c8c0e4ee33b101e246860e4280f4fd09211ced9fad2,36977,720,1649,native-opencv,ok
2026-07-12T14:05:01.082543Z,gI_054.jpg,genuine,0.026715,0.16,/storage/emulated/0/Android/data/com.example.vivy_app/files/vivy_debug_batch/batch_inbox/gI_054.jpg,6106d9e360af2541ba3d8e24f1f1b3c12906b31cafaa6975d4a399ca60a4213c,65358,942,2048,native-opencv,ok
