filename,app_result_type,app_raw_score,threshold,image_path,image_ext,width,height,aspect_ratio,long_edge,file_size_kb,python_stage3_score,abs_delta,expected_file_sha256,matched_file_sha256,hash_match,app_label_from_score,python_label_from_score,verdict
fA_122.png,fraudulent,1.0,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidFraudulent\fA_122.png,.png,688,1536,0.4479166666666667,1536,702.513671875,0.9999999403953552,5.960464477539063e-08,0d940008e65dcbf87913369af8106d7fff9827a26a134a402dda29577e9958e8,0d940008e65dcbf87913369af8106d7fff9827a26a134a402dda29577e9958e8,True,fraudulent,fraudulent,model_gap_or_data_shift
fA_215.png,fraudulent,0.999999,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidFraudulent\fA_215.png,.png,459,856,0.5362149532710281,856,307.3515625,0.999998927116394,7.288360592827559e-08,029579f230e9cc7167a42af4d2d3f9619a20b35f3642c395a716717a54d64be6,029579f230e9cc7167a42af4d2d3f9619a20b35f3642c395a716717a54d64be6,True,fraudulent,fraudulent,model_gap_or_data_shift
fA_349.png,fraudulent,1.0,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidFraudulent\fA_349.png,.png,352,768,0.4583333333333333,768,294.126953125,0.9999998807907104,1.1920928955078125e-07,1ef8e93c67f2d9d98ae4298faef61a7f4cb8056e2e6c614ff4cf3b07de407f3b,1ef8e93c67f2d9d98ae4298faef61a7f4cb8056e2e6c614ff4cf3b07de407f3b,True,fraudulent,fraudulent,model_gap_or_data_shift
fI_122.png,fraudulent,0.999956,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSFraudulent\fI_122.png,.png,725,1500,0.48333333333333334,1500,66.3173828125,0.9999558329582214,1.6704177852044921e-07,b13ad6f153090feb31fa39016dcd9441b6bf0e2d73d7507e224f5ee27cabc4da,b13ad6f153090feb31fa39016dcd9441b6bf0e2d73d7507e224f5ee27cabc4da,True,fraudulent,fraudulent,model_gap_or_data_shift
fI_151.png,fraudulent,0.999947,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSFraudulent\fI_151.png,.png,725,1500,0.48333333333333334,1500,66.265625,0.9999470114707947,1.147079464747236e-08,5b66ae83e470ee78b41be2c921e685237624e3567a7ec399db0d42966d9a4d9e,5b66ae83e470ee78b41be2c921e685237624e3567a7ec399db0d42966d9a4d9e,True,fraudulent,fraudulent,model_gap_or_data_shift
fI_277.png,fraudulent,1.0,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSFraudulent\fI_277.png,.png,397,620,0.6403225806451613,620,288.0771484375,0.9999996423721313,3.5762786865234375e-07,2479dc99420d8f25cfb87c3ac9f605458a8b406ca456349a818f68f63fc4b77c,2479dc99420d8f25cfb87c3ac9f605458a8b406ca456349a818f68f63fc4b77c,True,fraudulent,fraudulent,model_gap_or_data_shift
fI_326.png,fraudulent,0.999994,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSFraudulent\fI_326.png,.png,360,613,0.5872756933115824,613,297.5107421875,0.9999935030937195,4.969062805670887e-07,f5f57084b85d59745779d5da65f23a1787737f37c5069687324cfadf05c15afb,f5f57084b85d59745779d5da65f23a1787737f37c5069687324cfadf05c15afb,True,fraudulent,fraudulent,model_gap_or_data_shift
fI_385.png,fraudulent,1.0,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSFraudulent\fI_385.png,.png,362,610,0.5934426229508196,610,303.1962890625,0.9999996423721313,3.5762786865234375e-07,fabba630e0d9c8e51ca5c5e79b130edec9703f08632c719ee1a924c73fb6742c,fabba630e0d9c8e51ca5c5e79b130edec9703f08632c719ee1a924c73fb6742c,True,fraudulent,fraudulent,model_gap_or_data_shift
gA_053.jpg,genuine,0.005291,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidGenuine\gA_053.jpg,.jpg,1440,3079,0.46768431308866515,3079,131.244140625,0.005291022825986147,2.282598614723047e-08,4ecca21e830117061e6be8874211e9bf6e85b54f25c637889a72587d469abfcd,4ecca21e830117061e6be8874211e9bf6e85b54f25c637889a72587d469abfcd,True,genuine,genuine,model_gap_or_data_shift
gA_145.jfif,genuine,0.000257,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidGenuine\gA_145.jfif,.jfif,720,1649,0.4366282595512432,1649,35.6435546875,0.0002566274197306484,3.725802693516143e-07,f17db1d6b573f0b28898babb4fcba9d48d7f07d6df6691e930d934ff7f102deb,f17db1d6b573f0b28898babb4fcba9d48d7f07d6df6691e930d934ff7f102deb,True,genuine,genuine,model_gap_or_data_shift
gA_147.jfif,genuine,8e-05,0.16,c:\Users\YUKI\Documents\Vivy\dataset\AndroidGenuine\gA_147.jfif,.jfif,720,1649,0.4366282595512432,1649,36.1103515625,7.980380905792117e-05,1.9619094207883536e-07,4c7a585ca744ad68f9087c8c0e4ee33b101e246860e4280f4fd09211ced9fad2,4c7a585ca744ad68f9087c8c0e4ee33b101e246860e4280f4fd09211ced9fad2,True,genuine,genuine,model_gap_or_data_shift
gI_054.jpg,genuine,0.026715,0.16,c:\Users\YUKI\Documents\Vivy\dataset\iOSGenuine\gI_054.jpg,.jpg,942,2048,0.4599609375,2048,63.826171875,0.026714470237493515,5.297625064841494e-07,6106d9e360af2541ba3d8e24f1f1b3c12906b31cafaa6975d4a399ca60a4213c,6106d9e360af2541ba3d8e24f1f1b3c12906b31cafaa6975d4a399ca60a4213c,True,genuine,genuine,model_gap_or_data_shift
